Mod:Item:MetaData, Localized Name
tconstruct:wide_guard:0, material.inconel_690.name Wide Guard
tconstruct:wide_guard:0, material.tantalloy_61.name Wide Guard
tconstruct:wide_guard:0, material.incoloy_020.name Wide Guard
tconstruct:wide_guard:0, material.hg_1223.name Wide Guard
tconstruct:wide_guard:0, material.hms_1_j_22_alloy.name Wide Guard
tconstruct:wide_guard:0, material.superheavy_h_alloy.name Wide Guard
tconstruct:wide_guard:0, material.superheavy_l_alloy.name Wide Guard
tconstruct:wide_guard:0, material.platinum_group_alloy.name Wide Guard
tconstruct:wide_guard:0, Black Quartz Wide Guard
tconstruct:wide_guard:0, Restonia Crystal Wide Guard
tconstruct:wide_guard:0, Palis Crystal Wide Guard
tconstruct:wide_guard:0, Diamatine Crystal Wide Guard
tconstruct:wide_guard:0, Void Crystal Wide Guard
tconstruct:wide_guard:0, Emeradic Crystal Wide Guard
tconstruct:wide_guard:0, Enori Crystal Wide Guard
tconstruct:wide_guard:0, Sunnarium Wide Guard
tconstruct:wide_guard:0, Sky Stone Wide Guard
tconstruct:wide_guard:0, Certus Quartz Wide Guard
tconstruct:wide_guard:0, Fluix Wide Guard
tconstruct:wide_guard:0, Fluix Steel Wide Guard
tconstruct:wide_guard:0, Aquamarine Wide Guard
tconstruct:wide_guard:0, Starmetal Wide Guard
tconstruct:wide_guard:0, Crystal Matrix Wide Guard
tconstruct:wide_guard:0, Neutronium Wide Guard
tconstruct:wide_guard:0, Infinity Wide Guard
tconstruct:wide_guard:0, Bound Wide Guard
tconstruct:wide_guard:0, Sentient Wide Guard
tconstruct:wide_guard:0, Livingrock Wide Guard
tconstruct:wide_guard:0, Livingwood Wide Guard
tconstruct:wide_guard:0, Dreamwood Wide Guard
tconstruct:wide_guard:0, Manasteel Wide Guard
tconstruct:wide_guard:0, Terrasteel Wide Guard
tconstruct:wide_guard:0, Elementium Wide Guard
tconstruct:wide_guard:0, Draconium Wide Guard
tconstruct:wide_guard:0, Wyvern Wide Guard
tconstruct:wide_guard:0, Draconic Wide Guard
tconstruct:wide_guard:0, Chaotic Wide Guard
tconstruct:wide_guard:0, Litherite Wide Guard
tconstruct:wide_guard:0, Erodium Wide Guard
tconstruct:wide_guard:0, Kyronite Wide Guard
tconstruct:wide_guard:0, Pladium Wide Guard
tconstruct:wide_guard:0, Ionite Wide Guard
tconstruct:wide_guard:0, Aethium Wide Guard
tconstruct:wide_guard:0, Lonsdaleite Wide Guard
tconstruct:wide_guard:0, Mica Wide Guard
tconstruct:wide_guard:0, Apatite Wide Guard
tconstruct:wide_guard:0, Essence-Infused Wide Guard
tconstruct:wide_guard:0, Meaty Wide Guard
tconstruct:wide_guard:0, Slime Wide Guard
tconstruct:wide_guard:0, Pink Metal Wide Guard
tconstruct:wide_guard:0, Rubber Wide Guard
tconstruct:wide_guard:0, Advanced Alloy Wide Guard
tconstruct:wide_guard:0, Energium Wide Guard
tconstruct:wide_guard:0, Carbon Fiber Wide Guard
tconstruct:wide_guard:0, Iridium Wide Guard
tconstruct:wide_guard:0, UU-Metal Wide Guard
tconstruct:wide_guard:0, Osmium Wide Guard
tconstruct:wide_guard:0, Refined Obsidian Wide Guard
tconstruct:wide_guard:0, Refined Glowstone Wide Guard
tconstruct:wide_guard:0, HDPE Wide Guard
tconstruct:wide_guard:0, Dark Matter Wide Guard
tconstruct:wide_guard:0, Red Matter Wide Guard
tconstruct:wide_guard:0, Fluxed Electrum Wide Guard
tconstruct:wide_guard:0, Flux Crystal Wide Guard
tconstruct:wide_guard:0, Gelid Enderium Wide Guard
tconstruct:wide_guard:0, Gelid Gem Wide Guard
tconstruct:wide_guard:0, Thaumium Wide Guard
tconstruct:wide_guard:0, Void Metal Wide Guard
tconstruct:wide_guard:0, Primal Metal Wide Guard
tconstruct:wide_guard:0, Amber Wide Guard
tconstruct:wide_guard:0, Tin Wide Guard
tconstruct:wide_guard:0, Aluminium Wide Guard
tconstruct:wide_guard:0, Nickel Wide Guard
tconstruct:wide_guard:0, Platinum Wide Guard
tconstruct:wide_guard:0, Invar Wide Guard
tconstruct:wide_guard:0, Constantan Wide Guard
tconstruct:wide_guard:0, Signalum Wide Guard
tconstruct:wide_guard:0, Lumium Wide Guard
tconstruct:wide_guard:0, Enderium Wide Guard
tconstruct:wide_guard:0, Alkimium Wide Guard
tconstruct:wide_guard:0, Bismuth Wide Guard
tconstruct:wide_guard:0, Alumite Wide Guard
tconstruct:wide_guard:0, Sapphire Wide Guard
tconstruct:wide_guard:0, Ruby Wide Guard
tconstruct:wide_guard:0, Peridot Wide Guard
tconstruct:wide_guard:0, Malachite Wide Guard
tconstruct:wide_guard:0, Topaz Wide Guard
tconstruct:wide_guard:0, Tanzanite Wide Guard
tconstruct:wide_guard:0, Amethyst Wide Guard
tconstruct:wide_guard:0, Desh Wide Guard
tconstruct:wide_guard:0, Titanium Wide Guard
tconstruct:wide_guard:0, Ichorium Wide Guard
tconstruct:wide_guard:0, Mirion Wide Guard
tconstruct:wide_guard:0, Emerald Wide Guard
tconstruct:hand_guard:0, Fusewood Hand Guard
tconstruct:hand_guard:0, Darkwood Hand Guard
tconstruct:hand_guard:0, Bloodwood Hand Guard
tconstruct:hand_guard:0, Ghostwood Hand Guard
tconstruct:hand_guard:0, Electrical Hand Guard
tconstruct:hand_guard:0, Energetic Hand Guard
tconstruct:hand_guard:0, Vibrant Hand Guard
tconstruct:hand_guard:0, Red Hand Guard
tconstruct:hand_guard:0, Conductive Hand Guard
tconstruct:hand_guard:0, Pulsating Hand Guard
tconstruct:hand_guard:0, Dark Hand Guard
tconstruct:hand_guard:0, Souled Hand Guard
tconstruct:hand_guard:0, Hand Guard of the End
tconstruct:hand_guard:0, Fake-Iron Hand Guard
tconstruct:hand_guard:0, Wooden Hand Guard
tconstruct:hand_guard:0, Stone Hand Guard
tconstruct:hand_guard:0, Flint Hand Guard
tconstruct:hand_guard:0, Cactus Hand Guard
tconstruct:hand_guard:0, Bone Hand Guard
tconstruct:hand_guard:0, Obsidian Hand Guard
tconstruct:hand_guard:0, Prismarine Hand Guard
tconstruct:hand_guard:0, End Hand Guard
tconstruct:hand_guard:0, Paper Hand Guard
tconstruct:hand_guard:0, Sponge Hand Guard
tconstruct:hand_guard:0, Firewood Hand Guard
tconstruct:hand_guard:0, Iron Hand Guard
tconstruct:hand_guard:0, Pig Iron Hand Guard
tconstruct:hand_guard:0, Knightslime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Magma Slime Hand Guard
tconstruct:hand_guard:0, Netherrack Hand Guard
tconstruct:hand_guard:0, Cobalt Hand Guard
tconstruct:hand_guard:0, Ardite Hand Guard
tconstruct:hand_guard:0, Manyullyn Hand Guard
tconstruct:hand_guard:0, Copper Hand Guard
tconstruct:hand_guard:0, Bronze Hand Guard
tconstruct:hand_guard:0, Lead Hand Guard
tconstruct:hand_guard:0, Silver Hand Guard
tconstruct:hand_guard:0, Electrum Hand Guard
tconstruct:hand_guard:0, Steel Hand Guard
tconstruct:hand_guard:0, Shadowium Hand Guard
tconstruct:hand_guard:0, Orichalcos Hand Guard
tconstruct:hand_guard:0, material.lapotron.name Hand Guard
tconstruct:hand_guard:0, material.almandine.name Hand Guard
tconstruct:hand_guard:0, material.pyrope.name Hand Guard
tconstruct:hand_guard:0, material.grossular.name Hand Guard
tconstruct:hand_guard:0, material.sodalite.name Hand Guard
tconstruct:hand_guard:0, material.lazurite.name Hand Guard
tconstruct:hand_guard:0, material.wrought_iron.name Hand Guard
tconstruct:hand_guard:0, material.stainless_steel.name Hand Guard
tconstruct:hand_guard:0, material.damascus_steel.name Hand Guard
tconstruct:hand_guard:0, material.sterling_silver.name Hand Guard
tconstruct:hand_guard:0, material.rose_gold.name Hand Guard
tconstruct:hand_guard:0, material.borosilicate_glass.name Hand Guard
tconstruct:hand_guard:0, material.vanadium_steel.name Hand Guard
tconstruct:hand_guard:0, material.tungsten_steel.name Hand Guard
tconstruct:hand_guard:0, material.black_steel.name Hand Guard
tconstruct:hand_guard:0, material.polytetrafluoroethylene.name Hand Guard
tconstruct:hand_guard:0, material.manganese_phosphide.name Hand Guard
tconstruct:hand_guard:0, material.soldering_alloy.name Hand Guard
tconstruct:hand_guard:0, material.ruridit.name Hand Guard
tconstruct:hand_guard:0, material.blue_alloy.name Hand Guard
tconstruct:hand_guard:0, material.epoxy.name Hand Guard
tconstruct:hand_guard:0, material.plastic.name Hand Guard
tconstruct:hand_guard:0, material.rhodium_plated_palladium.name Hand Guard
tconstruct:hand_guard:0, material.ultimet.name Hand Guard
tconstruct:hand_guard:0, material.uranium_triplatinum.name Hand Guard
tconstruct:hand_guard:0, Osmiridium Hand Guard
tconstruct:hand_guard:0, material.hssg.name Hand Guard
tconstruct:hand_guard:0, material.hsse.name Hand Guard
tconstruct:hand_guard:0, material.hsss.name Hand Guard
tconstruct:hand_guard:0, material.naquadah.name Hand Guard
tconstruct:hand_guard:0, material.naquadah_enriched.name Hand Guard
tconstruct:hand_guard:0, material.tantalum_carbide.name Hand Guard
tconstruct:hand_guard:0, material.titanium_carbide.name Hand Guard
tconstruct:hand_guard:0, material.zeron_100.name Hand Guard
tconstruct:hand_guard:0, material.trinaquadalloy.name Hand Guard
tconstruct:hand_guard:0, material.hastelloy_x.name Hand Guard
tconstruct:hand_guard:0, material.hastelloy_c276.name Hand Guard
tconstruct:hand_guard:0, material.incoloy_ma_956.name Hand Guard
tconstruct:hand_guard:0, material.watertight_steel.name Hand Guard
tconstruct:hand_guard:0, material.molybdenum_disilicide.name Hand Guard
tconstruct:hand_guard:0, material.stellite_100.name Hand Guard
tconstruct:hand_guard:0, material.titanium_tungsten_carbide.name Hand Guard
tconstruct:hand_guard:0, material.maraging_steel_300.name Hand Guard
tconstruct:hand_guard:0, material.hsla_steel.name Hand Guard
tconstruct:hand_guard:0, material.hypogen.name Hand Guard
tconstruct:hand_guard:0, material.celestial_tungsten.name Hand Guard
tconstruct:hand_guard:0, material.rhugnor.name Hand Guard
tconstruct:hand_guard:0, material.magneto_hydrodynamically_constrained_star_matter.name Hand Guard
tconstruct:hand_guard:0, material.nitinol.name Hand Guard
tconstruct:hand_guard:0, material.inconel_625.name Hand Guard
tconstruct:hand_guard:0, material.hastelloy_n.name Hand Guard
tconstruct:hand_guard:0, material.stellite.name Hand Guard
tconstruct:hand_guard:0, material.hdcs.name Hand Guard
tconstruct:hand_guard:0, material.lafium.name Hand Guard
tconstruct:hand_guard:0, material.black_titanium.name Hand Guard
tconstruct:hand_guard:0, material.talonite.name Hand Guard
tconstruct:hand_guard:0, material.black_plutonium.name Hand Guard
tconstruct:hand_guard:0, material.maraging_steel_250.name Hand Guard
tconstruct:hand_guard:0, material.staballoy.name Hand Guard
tconstruct:hand_guard:0, material.babbitt_alloy.name Hand Guard
tconstruct:hand_guard:0, material.zirconium_carbide.name Hand Guard
tconstruct:hand_guard:0, material.inconel_792.name Hand Guard
tconstruct:hand_guard:0, material.incoloy_ma_813.name Hand Guard
tconstruct:hand_guard:0, material.hastelloy_x_78.name Hand Guard
tconstruct:hand_guard:0, material.hastelloy_k_243.name Hand Guard
tconstruct:hand_guard:0, material.mar_m_200_steel.name Hand Guard
tconstruct:hand_guard:0, material.mar_m_200_ce_steel.name Hand Guard
tconstruct:hand_guard:0, material.tanmolyium_beta_c.name Hand Guard
tconstruct:hand_guard:0, material.hastelloy_c_59.name Hand Guard
tconstruct:hand_guard:0, material.hms_1_j_79_alloy.name Hand Guard
tconstruct:hand_guard:0, material.hy_1301.name Hand Guard
tconstruct:hand_guard:0, material.super_austenitic_stainless_steel_904_l.name Hand Guard
tconstruct:hand_guard:0, material.pikyonium_64_b.name Hand Guard
tconstruct:hand_guard:0, material.incoloy_ds.name Hand Guard
tconstruct:hand_guard:0, material.inconel_690.name Hand Guard
tconstruct:hand_guard:0, material.tantalloy_61.name Hand Guard
tconstruct:hand_guard:0, material.incoloy_020.name Hand Guard
tconstruct:hand_guard:0, material.hg_1223.name Hand Guard
tconstruct:hand_guard:0, material.hms_1_j_22_alloy.name Hand Guard
tconstruct:hand_guard:0, material.superheavy_h_alloy.name Hand Guard
tconstruct:hand_guard:0, material.superheavy_l_alloy.name Hand Guard
tconstruct:hand_guard:0, material.platinum_group_alloy.name Hand Guard
tconstruct:hand_guard:0, Black Quartz Hand Guard
tconstruct:hand_guard:0, Restonia Crystal Hand Guard
tconstruct:hand_guard:0, Palis Crystal Hand Guard
tconstruct:hand_guard:0, Diamatine Crystal Hand Guard
tconstruct:hand_guard:0, Void Crystal Hand Guard
tconstruct:hand_guard:0, Emeradic Crystal Hand Guard
tconstruct:hand_guard:0, Enori Crystal Hand Guard
tconstruct:hand_guard:0, Sunnarium Hand Guard
tconstruct:hand_guard:0, Sky Stone Hand Guard
tconstruct:hand_guard:0, Certus Quartz Hand Guard
tconstruct:hand_guard:0, Fluix Hand Guard
tconstruct:hand_guard:0, Fluix Steel Hand Guard
tconstruct:hand_guard:0, Aquamarine Hand Guard
tconstruct:hand_guard:0, Starmetal Hand Guard
tconstruct:hand_guard:0, Crystal Matrix Hand Guard
tconstruct:hand_guard:0, Neutronium Hand Guard
tconstruct:hand_guard:0, Infinity Hand Guard
tconstruct:hand_guard:0, Bound Hand Guard
tconstruct:hand_guard:0, Sentient Hand Guard
tconstruct:hand_guard:0, Livingrock Hand Guard
tconstruct:hand_guard:0, Livingwood Hand Guard
tconstruct:hand_guard:0, Dreamwood Hand Guard
tconstruct:hand_guard:0, Manasteel Hand Guard
tconstruct:hand_guard:0, Terrasteel Hand Guard
tconstruct:hand_guard:0, Elementium Hand Guard
tconstruct:hand_guard:0, Draconium Hand Guard
tconstruct:hand_guard:0, Wyvern Hand Guard
tconstruct:hand_guard:0, Draconic Hand Guard
tconstruct:hand_guard:0, Chaotic Hand Guard
tconstruct:hand_guard:0, Litherite Hand Guard
tconstruct:hand_guard:0, Erodium Hand Guard
tconstruct:hand_guard:0, Kyronite Hand Guard
tconstruct:hand_guard:0, Pladium Hand Guard
tconstruct:hand_guard:0, Ionite Hand Guard
tconstruct:hand_guard:0, Aethium Hand Guard
tconstruct:hand_guard:0, Lonsdaleite Hand Guard
tconstruct:hand_guard:0, Mica Hand Guard
tconstruct:hand_guard:0, Apatite Hand Guard
tconstruct:hand_guard:0, Essence-Infused Hand Guard
tconstruct:hand_guard:0, Meaty Hand Guard
tconstruct:hand_guard:0, Slime Hand Guard
tconstruct:hand_guard:0, Pink Metal Hand Guard
tconstruct:hand_guard:0, Rubber Hand Guard
tconstruct:hand_guard:0, Advanced Alloy Hand Guard
tconstruct:hand_guard:0, Energium Hand Guard
tconstruct:hand_guard:0, Carbon Fiber Hand Guard
tconstruct:hand_guard:0, Iridium Hand Guard
tconstruct:hand_guard:0, UU-Metal Hand Guard
tconstruct:hand_guard:0, Osmium Hand Guard
tconstruct:hand_guard:0, Refined Obsidian Hand Guard
tconstruct:hand_guard:0, Refined Glowstone Hand Guard
tconstruct:hand_guard:0, HDPE Hand Guard
tconstruct:hand_guard:0, Dark Matter Hand Guard
tconstruct:hand_guard:0, Red Matter Hand Guard
tconstruct:hand_guard:0, Fluxed Electrum Hand Guard
tconstruct:hand_guard:0, Flux Crystal Hand Guard
tconstruct:hand_guard:0, Gelid Enderium Hand Guard
tconstruct:hand_guard:0, Gelid Gem Hand Guard
tconstruct:hand_guard:0, Thaumium Hand Guard
tconstruct:hand_guard:0, Void Metal Hand Guard
tconstruct:hand_guard:0, Primal Metal Hand Guard
tconstruct:hand_guard:0, Amber Hand Guard
tconstruct:hand_guard:0, Tin Hand Guard
tconstruct:hand_guard:0, Aluminium Hand Guard
tconstruct:hand_guard:0, Nickel Hand Guard
tconstruct:hand_guard:0, Platinum Hand Guard
tconstruct:hand_guard:0, Invar Hand Guard
tconstruct:hand_guard:0, Constantan Hand Guard
tconstruct:hand_guard:0, Signalum Hand Guard
tconstruct:hand_guard:0, Lumium Hand Guard
tconstruct:hand_guard:0, Enderium Hand Guard
tconstruct:hand_guard:0, Alkimium Hand Guard
tconstruct:hand_guard:0, Bismuth Hand Guard
tconstruct:hand_guard:0, Alumite Hand Guard
tconstruct:hand_guard:0, Sapphire Hand Guard
tconstruct:hand_guard:0, Ruby Hand Guard
tconstruct:hand_guard:0, Peridot Hand Guard
tconstruct:hand_guard:0, Malachite Hand Guard
tconstruct:hand_guard:0, Topaz Hand Guard
tconstruct:hand_guard:0, Tanzanite Hand Guard
tconstruct:hand_guard:0, Amethyst Hand Guard
tconstruct:hand_guard:0, Desh Hand Guard
tconstruct:hand_guard:0, Titanium Hand Guard
tconstruct:hand_guard:0, Ichorium Hand Guard
tconstruct:hand_guard:0, Mirion Hand Guard
tconstruct:hand_guard:0, Emerald Hand Guard
tconstruct:cross_guard:0, Fusewood Cross Guard
tconstruct:cross_guard:0, Darkwood Cross Guard
tconstruct:cross_guard:0, Bloodwood Cross Guard
tconstruct:cross_guard:0, Ghostwood Cross Guard
tconstruct:cross_guard:0, Electrical Cross Guard
tconstruct:cross_guard:0, Energetic Cross Guard
tconstruct:cross_guard:0, Vibrant Cross Guard
tconstruct:cross_guard:0, Red Cross Guard
tconstruct:cross_guard:0, Conductive Cross Guard
tconstruct:cross_guard:0, Pulsating Cross Guard
tconstruct:cross_guard:0, Dark Cross Guard
tconstruct:cross_guard:0, Souled Cross Guard
tconstruct:cross_guard:0, Cross Guard of the End
tconstruct:cross_guard:0, Fake-Iron Cross Guard
tconstruct:cross_guard:0, Wooden Cross Guard
tconstruct:cross_guard:0, Stone Cross Guard
tconstruct:cross_guard:0, Flint Cross Guard
tconstruct:cross_guard:0, Cactus Cross Guard
tconstruct:cross_guard:0, Bone Cross Guard
tconstruct:cross_guard:0, Obsidian Cross Guard
tconstruct:cross_guard:0, Prismarine Cross Guard
tconstruct:cross_guard:0, End Cross Guard
tconstruct:cross_guard:0, Paper Cross Guard
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Shadowium Cross Guard
tconstruct:cross_guard:0, Orichalcos Cross Guard
tconstruct:cross_guard:0, material.lapotron.name Cross Guard
tconstruct:cross_guard:0, material.almandine.name Cross Guard
tconstruct:cross_guard:0, material.pyrope.name Cross Guard
tconstruct:cross_guard:0, material.grossular.name Cross Guard
tconstruct:cross_guard:0, material.sodalite.name Cross Guard
tconstruct:cross_guard:0, material.lazurite.name Cross Guard
tconstruct:cross_guard:0, material.wrought_iron.name Cross Guard
tconstruct:cross_guard:0, material.stainless_steel.name Cross Guard
tconstruct:cross_guard:0, material.damascus_steel.name Cross Guard
tconstruct:cross_guard:0, material.sterling_silver.name Cross Guard
tconstruct:cross_guard:0, material.rose_gold.name Cross Guard
tconstruct:cross_guard:0, material.borosilicate_glass.name Cross Guard
tconstruct:cross_guard:0, material.vanadium_steel.name Cross Guard
tconstruct:cross_guard:0, material.tungsten_steel.name Cross Guard
tconstruct:cross_guard:0, material.black_steel.name Cross Guard
tconstruct:cross_guard:0, material.polytetrafluoroethylene.name Cross Guard
tconstruct:cross_guard:0, material.manganese_phosphide.name Cross Guard
tconstruct:cross_guard:0, material.soldering_alloy.name Cross Guard
tconstruct:cross_guard:0, material.ruridit.name Cross Guard
tconstruct:cross_guard:0, material.blue_alloy.name Cross Guard
tconstruct:cross_guard:0, material.epoxy.name Cross Guard
tconstruct:cross_guard:0, material.plastic.name Cross Guard
tconstruct:cross_guard:0, material.rhodium_plated_palladium.name Cross Guard
tconstruct:cross_guard:0, material.ultimet.name Cross Guard
tconstruct:cross_guard:0, material.uranium_triplatinum.name Cross Guard
tconstruct:cross_guard:0, Osmiridium Cross Guard
tconstruct:cross_guard:0, material.hssg.name Cross Guard
tconstruct:cross_guard:0, material.hsse.name Cross Guard
tconstruct:cross_guard:0, material.hsss.name Cross Guard
tconstruct:cross_guard:0, material.naquadah.name Cross Guard
tconstruct:cross_guard:0, material.naquadah_enriched.name Cross Guard
tconstruct:cross_guard:0, material.tantalum_carbide.name Cross Guard
tconstruct:cross_guard:0, material.titanium_carbide.name Cross Guard
tconstruct:cross_guard:0, material.zeron_100.name Cross Guard
tconstruct:cross_guard:0, material.trinaquadalloy.name Cross Guard
tconstruct:cross_guard:0, material.hastelloy_x.name Cross Guard
tconstruct:cross_guard:0, material.hastelloy_c276.name Cross Guard
tconstruct:cross_guard:0, material.incoloy_ma_956.name Cross Guard
tconstruct:cross_guard:0, material.watertight_steel.name Cross Guard
tconstruct:cross_guard:0, material.molybdenum_disilicide.name Cross Guard
tconstruct:cross_guard:0, material.stellite_100.name Cross Guard
tconstruct:cross_guard:0, material.titanium_tungsten_carbide.name Cross Guard
tconstruct:cross_guard:0, material.maraging_steel_300.name Cross Guard
tconstruct:cross_guard:0, material.hsla_steel.name Cross Guard
tconstruct:cross_guard:0, material.hypogen.name Cross Guard
tconstruct:cross_guard:0, material.celestial_tungsten.name Cross Guard
tconstruct:cross_guard:0, material.rhugnor.name Cross Guard
tconstruct:cross_guard:0, material.magneto_hydrodynamically_constrained_star_matter.name Cross Guard
tconstruct:cross_guard:0, material.nitinol.name Cross Guard
tconstruct:cross_guard:0, material.inconel_625.name Cross Guard
tconstruct:cross_guard:0, material.hastelloy_n.name Cross Guard
tconstruct:cross_guard:0, material.stellite.name Cross Guard
tconstruct:cross_guard:0, material.hdcs.name Cross Guard
tconstruct:cross_guard:0, material.lafium.name Cross Guard
tconstruct:cross_guard:0, material.black_titanium.name Cross Guard
tconstruct:cross_guard:0, material.talonite.name Cross Guard
tconstruct:cross_guard:0, material.black_plutonium.name Cross Guard
tconstruct:cross_guard:0, material.maraging_steel_250.name Cross Guard
tconstruct:cross_guard:0, material.staballoy.name Cross Guard
tconstruct:cross_guard:0, material.babbitt_alloy.name Cross Guard
tconstruct:cross_guard:0, material.zirconium_carbide.name Cross Guard
tconstruct:cross_guard:0, material.inconel_792.name Cross Guard
tconstruct:cross_guard:0, material.incoloy_ma_813.name Cross Guard
tconstruct:cross_guard:0, material.hastelloy_x_78.name Cross Guard
tconstruct:cross_guard:0, material.hastelloy_k_243.name Cross Guard
tconstruct:cross_guard:0, material.mar_m_200_steel.name Cross Guard
tconstruct:cross_guard:0, material.mar_m_200_ce_steel.name Cross Guard
tconstruct:cross_guard:0, material.tanmolyium_beta_c.name Cross Guard
tconstruct:cross_guard:0, material.hastelloy_c_59.name Cross Guard
tconstruct:cross_guard:0, material.hms_1_j_79_alloy.name Cross Guard
tconstruct:cross_guard:0, material.hy_1301.name Cross Guard
tconstruct:cross_guard:0, material.super_austenitic_stainless_steel_904_l.name Cross Guard
tconstruct:cross_guard:0, material.pikyonium_64_b.name Cross Guard
tconstruct:cross_guard:0, material.incoloy_ds.name Cross Guard
tconstruct:cross_guard:0, material.inconel_690.name Cross Guard
tconstruct:cross_guard:0, material.tantalloy_61.name Cross Guard
tconstruct:cross_guard:0, material.incoloy_020.name Cross Guard
tconstruct:cross_guard:0, material.hg_1223.name Cross Guard
tconstruct:cross_guard:0, material.hms_1_j_22_alloy.name Cross Guard
tconstruct:cross_guard:0, material.superheavy_h_alloy.name Cross Guard
tconstruct:cross_guard:0, material.superheavy_l_alloy.name Cross Guard
tconstruct:cross_guard:0, material.platinum_group_alloy.name Cross Guard
tconstruct:cross_guard:0, Black Quartz Cross Guard
tconstruct:cross_guard:0, Restonia Crystal Cross Guard
tconstruct:cross_guard:0, Palis Crystal Cross Guard
tconstruct:cross_guard:0, Diamatine Crystal Cross Guard
tconstruct:cross_guard:0, Void Crystal Cross Guard
tconstruct:cross_guard:0, Emeradic Crystal Cross Guard
tconstruct:cross_guard:0, Enori Crystal Cross Guard
tconstruct:cross_guard:0, Sunnarium Cross Guard
tconstruct:cross_guard:0, Sky Stone Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Cross Guard
tconstruct:cross_guard:0, Fluix Steel Cross Guard
tconstruct:cross_guard:0, Aquamarine Cross Guard
tconstruct:cross_guard:0, Starmetal Cross Guard
tconstruct:cross_guard:0, Crystal Matrix Cross Guard
tconstruct:cross_guard:0, Neutronium Cross Guard
tconstruct:cross_guard:0, Infinity Cross Guard
tconstruct:cross_guard:0, Bound Cross Guard
tconstruct:cross_guard:0, Sentient Cross Guard
tconstruct:cross_guard:0, Livingrock Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Dreamwood Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Cross Guard
tconstruct:cross_guard:0, Draconic Cross Guard
tconstruct:cross_guard:0, Chaotic Cross Guard
tconstruct:cross_guard:0, Litherite Cross Guard
tconstruct:cross_guard:0, Erodium Cross Guard
tconstruct:cross_guard:0, Kyronite Cross Guard
tconstruct:cross_guard:0, Pladium Cross Guard
tconstruct:cross_guard:0, Ionite Cross Guard
tconstruct:cross_guard:0, Aethium Cross Guard
tconstruct:cross_guard:0, Lonsdaleite Cross Guard
tconstruct:cross_guard:0, Mica Cross Guard
tconstruct:cross_guard:0, Apatite Cross Guard
tconstruct:cross_guard:0, Essence-Infused Cross Guard
tconstruct:cross_guard:0, Meaty Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Pink Metal Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Energium Cross Guard
tconstruct:cross_guard:0, Carbon Fiber Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, UU-Metal Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, HDPE Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Flux Crystal Cross Guard
tconstruct:cross_guard:0, Gelid Enderium Cross Guard
tconstruct:cross_guard:0, Gelid Gem Cross Guard
tconstruct:cross_guard:0, Thaumium Cross Guard
tconstruct:cross_guard:0, Void Metal Cross Guard
tconstruct:cross_guard:0, Primal Metal Cross Guard
tconstruct:cross_guard:0, Amber Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Aluminium Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
